Loser,Date,B365L,Tournament,Round
Gabashvili T.,23/06/09,9,Wimbledon,1st Round
Gabashvili T.,27/05/09,34,French Open,2nd Round
Gabashvili T.,20/01/09,2.25,Australian Open,1st Round
Gabashvili T.,1/9/2010,21,US Open,1st Round
Gabashvili T.,23/06/10,4.5,Wimbledon,2nd Round
Gabashvili T.,31/05/10,3.4,French Open,4th Round
Gabashvili T.,19/01/10,4.33,Australian Open,1st Round
Gabashvili T.,21/06/11,2.62,Wimbledon,1st Round
Gabashvili T.,22/05/11,3,French Open,1st Round
Gabashvili T.,17/01/11,8,Australian Open,1st Round
Gabashvili T.,28/08/12,1.4,US Open,1st Round
Gabashvili T.,25/06/13,2.5,Wimbledon,1st Round
Gabashvili T.,31/08/14,8,US Open,3rd Round
Gabashvili T.,23/06/14,3.25,Wimbledon,1st Round
Gabashvili T.,29/05/14,2.2,French Open,2nd Round
Gabashvili T.,18/01/14,NA,Australian Open,3rd Round
Gabashvili T.,2/9/2015,2.75,US Open,2nd Round
Gabashvili T.,29/06/15,2.75,Wimbledon,1st Round
Gabashvili T.,31/05/15,8,French Open,4th Round
Gabashvili T.,19/01/15,2.5,Australian Open,1st Round
Gabashvili T.,30/08/16,3.25,US Open,1st Round
Gabashvili T.,27/06/16,2,Wimbledon,1st Round
Gabashvili T.,27/05/16,2.62,French Open,3rd Round
Gabashvili T.,18/01/16,2.2,Australian Open,1st Round
Gabashvili T.,29/05/17,1.5,French Open,1st Round
Greul S.,28/08/06,3.75,US Open,1st Round
Greul S.,27/06/06,5,Wimbledon,1st Round
Greul S.,15/01/07,1.61,Australian Open,1st Round
Greul S.,25/05/08,2.62,French Open,1st Round
Greul S.,2/9/2009,34,US Open,2nd Round
Greul S.,24/06/09,15,Wimbledon,2nd Round
Greul S.,26/05/09,2,French Open,1st Round
Greul S.,30/08/10,5.5,US Open,1st Round
Greul S.,22/06/10,1.83,Wimbledon,1st Round
Greul S.,26/05/10,1.53,French Open,1st Round
Greul S.,19/01/10,4.5,Australian Open,1st Round
Greul S.,17/01/11,NA,Australian Open,1st Round
Hajek J.,1/9/2006,10,US Open,2nd Round
Hajek J.,26/06/07,5,Wimbledon,1st Round
Hajek J.,2/6/2007,5.5,French Open,3rd Round
Hajek J.,15/01/07,6,Australian Open,1st Round
Hajek J.,31/08/10,13,US Open,1st Round
Hajek J.,22/06/10,15,Wimbledon,1st Round
Hajek J.,24/05/10,7.5,French Open,1st Round
Hajek J.,21/01/10,5,Australian Open,2nd Round
Hajek J.,22/05/11,11,French Open,1st Round
Hajek J.,17/01/11,21,Australian Open,1st Round
Hajek J.,29/08/12,5.5,US Open,1st Round
Hajek J.,24/06/13,9,Wimbledon,1st Round
Hajek J.,29/05/13,2.62,French Open,2nd Round
Hajek J.,15/01/13,15,Australian Open,1st Round
Hajek J.,13/01/14,2.5,Australian Open,1st Round
Kubot L.,3/9/2006,8,US Open,3rd Round
Kubot L.,26/05/09,3.25,French Open,1st Round
Kubot L.,1/9/2010,1.72,US Open,1st Round
Kubot L.,24/06/10,3.75,Wimbledon,2nd Round
Kubot L.,23/05/10,1.66,French Open,1st Round
Kubot L.,25/01/10,13,Australian Open,4th Round
Kubot L.,27/06/11,4,Wimbledon,4th Round
Kubot L.,28/05/11,1.72,French Open,3rd Round
Kubot L.,19/01/11,2.37,Australian Open,2nd Round
Kubot L.,29/08/12,1.44,US Open,1st Round
Kubot L.,28/06/12,4.5,Wimbledon,2nd Round
Kubot L.,1/6/2012,1.53,French Open,3rd Round
Kubot L.,16/01/12,3.4,Australian Open,1st Round
Kubot L.,27/08/13,4.33,US Open,1st Round
Kubot L.,3/7/2013,4.5,Wimbledon,Quarterfinals
Kubot L.,30/05/13,5,French Open,2nd Round
Kubot L.,14/01/13,1.33,Australian Open,1st Round
Kubot L.,28/06/14,7,Wimbledon,3rd Round
Kubot L.,26/05/14,10,French Open,1st Round
Kubot L.,13/01/14,2.25,Australian Open,1st Round
Kuznetsov A.,30/08/06,8.5,US Open,1st Round
Kuznetsov A.,27/08/07,4.5,US Open,1st Round
Kuznetsov A.,18/01/07,12,Australian Open,2nd Round
Kuznetsov A.,21/06/10,2.62,Wimbledon,1st Round
Kuznetsov A.,16/01/12,34,Australian Open,1st Round
Marach O.,28/08/06,3,US Open,1st Round
Marach O.,27/06/06,4,Wimbledon,1st Round
Marach O.,29/05/06,2.25,French Open,1st Round
Marach O.,17/01/06,7.5,Australian Open,1st Round
Pashanski B.,30/08/06,9,US Open,1st Round
Pashanski B.,27/06/06,6.5,Wimbledon,1st Round
Pashanski B.,29/05/06,1.66,French Open,1st Round
Pashanski B.,19/01/06,5,Australian Open,2nd Round
Pashanski B.,29/05/07,2.1,French Open,1st Round
Pashanski B.,24/06/08,2.62,Wimbledon,1st Round
Pashanski B.,25/05/08,8,French Open,1st Round
Pashanski B.,14/01/08,6.5,Australian Open,1st Round
Querrey S.,1/9/2006,1.72,US Open,2nd Round
Querrey S.,28/08/07,1.19,US Open,1st Round
Querrey S.,25/06/07,2.1,Wimbledon,1st Round
Querrey S.,29/05/07,1.66,French Open,1st Round
Querrey S.,19/01/07,4.33,Australian Open,3rd Round
Querrey S.,1/9/2008,11,US Open,4th Round
Querrey S.,23/06/08,2.2,Wimbledon,1st Round
Querrey S.,26/05/08,21,French Open,1st Round
Querrey S.,19/01/08,11,Australian Open,3rd Round
Querrey S.,5/9/2009,2.25,US Open,3rd Round
Querrey S.,24/06/09,3.25,Wimbledon,2nd Round
Querrey S.,24/05/09,2,French Open,1st Round
Querrey S.,19/01/09,1.83,Australian Open,1st Round
Querrey S.,7/9/2010,1.83,US Open,4th Round
Querrey S.,28/06/10,5,Wimbledon,4th Round
Querrey S.,25/05/10,1.16,French Open,1st Round
Querrey S.,19/01/10,1.22,Australian Open,1st Round
Querrey S.,26/05/11,2.25,French Open,2nd Round
Querrey S.,17/01/11,1.28,Australian Open,1st Round
Querrey S.,1/9/2012,3,US Open,3rd Round
Querrey S.,30/06/12,3.25,Wimbledon,3rd Round
Querrey S.,29/05/12,5.5,French Open,1st Round
Querrey S.,18/01/12,3.25,Australian Open,2nd Round
Querrey S.,29/08/13,1.2,US Open,2nd Round
Querrey S.,25/06/13,1.72,Wimbledon,1st Round
Querrey S.,31/05/13,3,French Open,3rd Round
Querrey S.,18/01/13,2.25,Australian Open,3rd Round
Querrey S.,30/08/14,21,US Open,3rd Round
Querrey S.,26/06/14,3.5,Wimbledon,2nd Round
Querrey S.,28/05/14,2.5,French Open,2nd Round
Querrey S.,17/01/14,1.5,Australian Open,3rd Round
Querrey S.,1/9/2015,1.22,US Open,1st Round
Querrey S.,2/7/2015,13,Wimbledon,2nd Round
Querrey S.,25/05/15,1.72,French Open,1st Round
Querrey S.,20/01/15,2,Australian Open,1st Round
Querrey S.,30/08/16,1.2,US Open,1st Round
Querrey S.,6/7/2016,3.75,Wimbledon,Quarterfinals
Querrey S.,23/05/16,1.36,French Open,1st Round
Querrey S.,18/01/16,1.28,Australian Open,1st Round
Querrey S.,6/9/2017,1.72,US Open,Quarterfinals
Querrey S.,14/07/17,3.75,Wimbledon,Semifinals
Querrey S.,30/05/17,1.72,French Open,1st Round
Querrey S.,20/01/17,17,Australian Open,3rd Round
Querrey S.,27/08/2018,1.3,US Open,1st Round
Querrey S.,6/7/2018,1.44,Wimbledon,3rd Round
Querrey S.,30/05/18,2,French Open,2nd Round
Querrey S.,18/01/18,1.33,Australian Open,2nd Round
Querrey S.,26/08/2019,1.33,US Open,1st Round
Querrey S.,10/7/2019,6,Wimbledon,Quarterfinals
Querrey S.,15/01/2019,1.5,Australian Open,1st Round
Russell M.,30/08/06,4,US Open,1st Round
Russell M.,28/08/07,9,US Open,1st Round
Russell M.,26/06/07,5,Wimbledon,1st Round
Russell M.,29/05/07,17,French Open,1st Round
Russell M.,16/01/07,4,Australian Open,1st Round
Russell M.,17/01/08,7,Australian Open,2nd Round
Russell M.,30/08/10,8,US Open,1st Round
Russell M.,24/06/10,1.9,Wimbledon,2nd Round
Russell M.,25/05/10,5,French Open,1st Round
Russell M.,18/01/10,12,Australian Open,1st Round
Russell M.,1/9/2011,9,US Open,1st Round
Russell M.,20/06/11,21,Wimbledon,1st Round
Russell M.,24/05/11,12,French Open,1st Round
Russell M.,20/01/11,13,Australian Open,2nd Round
Russell M.,28/08/12,4.5,US Open,1st Round
Russell M.,27/06/12,4.5,Wimbledon,2nd Round
Russell M.,17/01/12,1.9,Australian Open,1st Round
Russell M.,26/08/13,10,US Open,1st Round
Russell M.,25/06/13,3.4,Wimbledon,1st Round
Russell M.,27/05/13,6,French Open,1st Round
Russell M.,14/01/13,15,Australian Open,1st Round
Russell M.,24/06/14,2.75,Wimbledon,1st Round
Russell M.,26/05/14,4.5,French Open,1st Round
Russell M.,13/01/14,6.5,Australian Open,1st Round
Russell M.,19/01/15,6,Australian Open,1st Round
Simmonds P.,28/08/06,12,US Open,1st Round
Sweeting R.,3/9/2006,6.5,US Open,2nd Round
Sweeting R.,29/08/07,3.39,US Open,1st Round
Sweeting R.,25/08/08,1.61,US Open,1st Round
Sweeting R.,1/9/2009,7.5,US Open,1st Round
Sweeting R.,30/08/10,2.2,US Open,1st Round
Sweeting R.,21/06/10,4.5,Wimbledon,1st Round
Sweeting R.,23/05/10,4,French Open,1st Round
Sweeting R.,31/08/11,2.25,US Open,1st Round
Sweeting R.,22/06/11,34,Wimbledon,2nd Round
Sweeting R.,24/05/11,2,French Open,1st Round
Sweeting R.,20/01/11,21,Australian Open,2nd Round
Sweeting R.,27/06/12,13,Wimbledon,2nd Round
Sweeting R.,19/01/12,19,Australian Open,2nd Round
Witten J.,31/08/06,2.75,US Open,1st Round
Witten J.,5/9/2009,15,US Open,3rd Round
Witten J.,21/06/10,6,Wimbledon,1st Round
Witten J.,24/05/10,10,French Open,1st Round
Baker J.,27/06/06,4,Wimbledon,1st Round
Baker J.,26/06/07,1.83,Wimbledon,1st Round
Baker J.,24/06/08,2.25,Wimbledon,1st Round
Baker J.,14/01/08,6,Australian Open,1st Round
Baker J.,22/06/10,5,Wimbledon,1st Round
Baker J.,27/06/12,13,Wimbledon,1st Round
Baker J.,15/01/13,3.5,Australian Open,1st Round
Berlocq C.,27/06/06,5,Wimbledon,1st Round
Berlocq C.,30/05/06,6,French Open,1st Round
Berlocq C.,17/01/06,3.39,Australian Open,1st Round
Berlocq C.,28/08/07,11,US Open,1st Round
Berlocq C.,25/06/07,3.25,Wimbledon,1st Round
Berlocq C.,30/05/07,4.5,French Open,2nd Round
Berlocq C.,23/06/08,2.5,Wimbledon,1st Round
Berlocq C.,25/05/08,7,French Open,1st Round
Berlocq C.,15/01/08,6,Australian Open,1st Round
Berlocq C.,1/9/2010,5,US Open,1st Round
Berlocq C.,2/9/2011,34,US Open,2nd Round
Berlocq C.,21/06/11,3,Wimbledon,1st Round
Berlocq C.,26/05/11,2.1,French Open,2nd Round
Berlocq C.,17/01/11,6.5,Australian Open,1st Round
Berlocq C.,28/08/12,4,US Open,1st Round
Berlocq C.,25/06/12,2.25,Wimbledon,1st Round
Berlocq C.,29/05/12,1.2,French Open,1st Round
Berlocq C.,18/01/12,3.5,Australian Open,2nd Round
Berlocq C.,29/08/13,19,US Open,2nd Round
Berlocq C.,25/06/13,6,Wimbledon,1st Round
Berlocq C.,27/05/13,1.66,French Open,1st Round
Berlocq C.,16/01/13,11,Australian Open,2nd Round
Berlocq C.,28/08/14,3,US Open,1st Round
Berlocq C.,23/06/14,3.5,Wimbledon,1st Round
Berlocq C.,29/05/14,2.1,French Open,2nd Round
Berlocq C.,13/01/14,3,Australian Open,1st Round
Berlocq C.,29/05/15,7,French Open,2nd Round
Berlocq C.,19/01/15,8,Australian Open,1st Round
Berlocq C.,30/08/16,2.62,US Open,1st Round
Berlocq C.,26/05/16,6,French Open,2nd Round
Berlocq C.,28/08/17,4.5,US Open,1st Round
Berlocq C.,3/7/2017,2.62,Wimbledon,1st Round
Berlocq C.,30/05/17,1.72,French Open,1st Round
Berlocq C.,19/01/17,15,Australian Open,2nd Round
Berlocq C.,27/08/2018,15,US Open,1st Round
Dancevic F.,27/06/06,3.75,Wimbledon,1st Round
Dancevic F.,29/08/07,2.2,US Open,1st Round
Dancevic F.,28/06/07,5.5,Wimbledon,2nd Round
Dancevic F.,18/01/07,4.5,Australian Open,2nd Round
Dancevic F.,27/08/08,2.05,US Open,1st Round
Dancevic F.,25/06/08,1.28,Wimbledon,2nd Round
Dancevic F.,25/05/08,2.25,French Open,1st Round
Dancevic F.,14/01/08,4.33,Australian Open,1st Round
Dancevic F.,22/06/09,1.57,Wimbledon,1st Round
Dancevic F.,20/01/09,5,Australian Open,1st Round
Dancevic F.,30/08/11,2.2,US Open,1st Round
Dancevic F.,21/06/11,1.14,Wimbledon,1st Round
Dancevic F.,23/05/11,2.1,French Open,1st Round
Dancevic F.,17/01/11,4.5,Australian Open,1st Round
Dancevic F.,28/05/12,5.5,French Open,1st Round
Dancevic F.,29/08/13,3.75,US Open,2nd Round
Dancevic F.,27/08/14,2.75,US Open,1st Round
Dancevic F.,26/06/14,1.57,Wimbledon,2nd Round
Dancevic F.,14/01/14,3.25,Australian Open,1st Round
Dorsch B.,27/06/06,5,Wimbledon,1st Round
Faurel J.C.,28/06/06,2.62,Wimbledon,1st Round
Faurel J.C.,30/05/06,6,French Open,1st Round
Faurel J.C.,18/01/06,8,Australian Open,2nd Round
Granollers M.,28/06/06,3,Wimbledon,1st Round
Granollers M.,25/08/08,6,US Open,1st Round
Granollers M.,24/06/08,3.4,Wimbledon,1st Round
Granollers M.,28/05/08,2.5,French Open,2nd Round
Granollers M.,14/01/08,3.25,Australian Open,1st Round
Granollers M.,3/9/2009,8,US Open,2nd Round
Granollers M.,24/06/09,9,Wimbledon,2nd Round
Granollers M.,24/05/09,1.44,French Open,1st Round
Granollers M.,22/01/09,21,Australian Open,2nd Round
Granollers M.,3/9/2010,5.5,US Open,2nd Round
Granollers M.,24/06/10,7.5,Wimbledon,2nd Round
Granollers M.,27/05/10,3,French Open,2nd Round
Granollers M.,21/01/10,1.83,Australian Open,2nd Round
Granollers M.,3/9/2011,1.83,US Open,3rd Round
Granollers M.,20/06/11,6.5,Wimbledon,1st Round
Granollers M.,25/05/11,7,French Open,2nd Round
Granollers M.,17/01/11,15,Australian Open,1st Round
Granollers M.,30/08/12,1.72,US Open,2nd Round
Granollers M.,25/06/12,2.2,Wimbledon,1st Round
Granollers M.,4/6/2012,19,French Open,4th Round
Granollers M.,19/01/12,1.28,Australian Open,2nd Round
Granollers M.,3/9/2013,26,US Open,4th Round
Granollers M.,25/06/13,10,Wimbledon,1st Round
Granollers M.,27/05/13,1.36,French Open,1st Round
Granollers M.,17/01/13,1.66,Australian Open,2nd Round
Granollers M.,31/08/14,21,US Open,3rd Round
Granollers M.,27/06/14,1.83,Wimbledon,2nd Round
Granollers M.,1/6/2014,4.5,French Open,4th Round
Granollers M.,14/01/14,5,Australian Open,1st Round
Granollers M.,2/9/2015,8,US Open,2nd Round
Granollers M.,1/7/2015,3,Wimbledon,2nd Round
Granollers M.,27/05/15,17,French Open,2nd Round
Granollers M.,22/01/15,3.4,Australian Open,2nd Round
Granollers M.,1/9/2016,23,US Open,2nd Round
Granollers M.,30/06/16,7,Wimbledon,2nd Round
Granollers M.,1/6/2016,7,French Open,4th Round
Granollers M.,21/01/16,6,Australian Open,2nd Round
Granollers M.,4/7/2017,3.75,Wimbledon,1st Round
Granollers M.,29/05/17,21,French Open,1st Round
Granollers M.,16/01/17,1.8,Australian Open,1st Round
Granollers M.,28/08/2018,1.9,US Open,1st Round
Granollers M.,27/08/2019,2.5,US Open,1st Round
Granollers M.,3/7/2019,1.66,Wimbledon,2nd Round
Granollers M.,15/01/2019,2.37,Australian Open,1st Round
Stadler S.,28/06/06,2.75,Wimbledon,1st Round
Stadler S.,27/06/08,6,Wimbledon,3rd Round
Stadler S.,18/01/11,2.75,Australian Open,1st Round
Bozoljac I.,1/6/2006,8.5,French Open,2nd Round
Bozoljac I.,18/01/07,4.5,Australian Open,2nd Round
Bozoljac I.,25/06/08,3.5,Wimbledon,2nd Round
Bozoljac I.,25/05/09,3.25,French Open,1st Round
Bozoljac I.,23/06/10,21,Wimbledon,2nd Round
Chardy J.,2/6/2006,8.5,French Open,2nd Round
Chardy J.,29/08/08,4.33,US Open,2nd Round
Chardy J.,26/06/08,3,Wimbledon,2nd Round
Chardy J.,1/6/2008,5,French Open,4th Round
Chardy J.,2/9/2009,2.62,US Open,1st Round
Chardy J.,23/06/09,8,Wimbledon,1st Round
Chardy J.,30/05/09,1.4,French Open,3rd Round
Chardy J.,21/01/09,11,Australian Open,2nd Round
Chardy J.,3/9/2010,1.22,US Open,2nd Round
Chardy J.,26/06/10,3.75,Wimbledon,3rd Round
Chardy J.,25/05/10,1.9,French Open,1st Round
Chardy J.,19/01/10,1.36,Australian Open,1st Round
Chardy J.,21/06/11,15,Wimbledon,1st Round
Chardy J.,26/05/11,3.5,French Open,2nd Round
Chardy J.,18/01/11,1.9,Australian Open,1st Round
Chardy J.,1/9/2012,1.53,US Open,3rd Round
Chardy J.,27/06/12,2.25,Wimbledon,2nd Round
Chardy J.,31/05/12,6,French Open,2nd Round
Chardy J.,16/01/12,2.5,Australian Open,1st Round
Chardy J.,30/08/13,2.5,US Open,2nd Round
Chardy J.,29/06/13,19,Wimbledon,3rd Round
Chardy J.,31/05/13,4,French Open,3rd Round
Chardy J.,23/01/13,13,Australian Open,Quarterfinals
Chardy J.,27/08/14,1.53,US Open,2nd Round
Chardy J.,30/06/14,3.5,Wimbledon,4th Round
Chardy J.,28/05/14,21,French Open,2nd Round
Chardy J.,17/01/14,3.5,Australian Open,3rd Round
Chardy J.,6/9/2015,2.62,US Open,4th Round
Chardy J.,30/06/15,7,Wimbledon,1st Round
Chardy J.,1/6/2015,8,French Open,4th Round
Chardy J.,21/01/15,1.44,Australian Open,2nd Round
Chardy J.,2/9/2016,3.5,US Open,2nd Round
Chardy J.,30/06/16,2.5,Wimbledon,2nd Round
Chardy J.,27/05/16,5.5,French Open,3rd Round
Chardy J.,21/01/16,1.66,Australian Open,2nd Round
Chardy J.,30/08/17,6,US Open,1st Round
Chardy J.,4/7/2017,4.5,Wimbledon,1st Round
Chardy J.,1/6/2017,3.75,French Open,2nd Round
Chardy J.,18/01/17,9,Australian Open,2nd Round
Chardy J.,29/08/2018,3.75,US Open,2nd Round
Chardy J.,3/7/2018,1.72,Wimbledon,1st Round
Chardy J.,31/05/18,1.5,French Open,2nd Round
Chardy J.,16/01/18,1.72,Australian Open,1st Round
Chardy J.,29/08/2019,3.2,US Open,2nd Round
Chardy J.,3/7/2019,3.5,Wimbledon,2nd Round
Chardy J.,28/05/2019,2.1,French Open,1st Round
Chardy J.,17/01/2019,6.5,Australian Open,2nd Round
Hartfield D.,28/05/06,NA,French Open,1st Round
Hartfield D.,28/08/07,4.5,US Open,1st Round
Hartfield D.,25/06/07,3.39,Wimbledon,1st Round
Hartfield D.,31/05/07,10,French Open,2nd Round
Hartfield D.,15/01/08,26,Australian Open,1st Round
Korolev E.,31/05/06,4,French Open,2nd Round
Korolev E.,29/08/07,3.39,US Open,1st Round
Korolev E.,26/06/07,2.75,Wimbledon,1st Round
Korolev E.,16/01/07,3.75,Australian Open,1st Round
Korolev E.,28/08/08,3.5,US Open,2nd Round
Korolev E.,23/06/08,6,Wimbledon,1st Round
Korolev E.,28/05/08,1.5,French Open,1st Round
Korolev E.,16/01/08,4,Australian Open,2nd Round
Korolev E.,2/9/2009,2.75,US Open,1st Round
Korolev E.,22/06/09,2.62,Wimbledon,1st Round
Korolev E.,26/05/09,1.53,French Open,1st Round
Korolev E.,21/01/09,21,Australian Open,2nd Round
Korolev E.,30/08/10,2.5,US Open,1st Round
Korolev E.,23/06/10,8,Wimbledon,2nd Round
Korolev E.,24/05/10,12,French Open,1st Round
Korolev E.,22/01/10,4,Australian Open,3rd Round
Marin J.A.,28/05/06,7,French Open,1st Round
Marin J.A.,17/01/06,NA,Australian Open,1st Round
Massa E.,30/05/06,1.61,French Open,1st Round
Montcourt M.,1/6/2006,3.75,French Open,2nd Round
Montcourt M.,31/05/07,4,French Open,2nd Round
Montcourt M.,14/01/08,13,Australian Open,1st Round
Montcourt M.,27/05/09,5,French Open,2nd Round
Silva J.,29/05/06,1.83,French Open,1st Round
Silva J.,31/08/10,2,US Open,1st Round
Adaktusson J.,17/01/06,4.5,Australian Open,1st Round
Fleishman Z.,17/01/06,2,Australian Open,1st Round
Fleishman Z.,25/06/07,2.75,Wimbledon,1st Round
Fleishman Z.,17/01/07,1.72,Australian Open,2nd Round
Gremelmayr D.,20/01/06,3.75,Australian Open,3rd Round
Gremelmayr D.,25/08/08,1.57,US Open,1st Round
Gremelmayr D.,24/06/08,3.75,Wimbledon,1st Round
Gremelmayr D.,25/05/08,13,French Open,1st Round
Gremelmayr D.,17/01/08,3.25,Australian Open,2nd Round
Gremelmayr D.,24/05/09,1.9,French Open,1st Round
Gremelmayr D.,19/01/09,6.5,Australian Open,1st Round
Gremelmayr D.,21/06/11,2.75,Wimbledon,1st Round
Gremelmayr D.,23/05/11,6.5,French Open,1st Round
Gremelmayr D.,18/01/11,6,Australian Open,1st Round
Istomin D.,17/01/06,2.1,Australian Open,1st Round
Istomin D.,17/01/08,15,Australian Open,2nd Round
Istomin D.,7/9/2009,5,US Open,3rd Round
Istomin D.,23/06/09,1.25,Wimbledon,1st Round
Istomin D.,27/05/09,9,French Open,2nd Round
Istomin D.,22/01/09,8,Australian Open,2nd Round
Istomin D.,4/9/2010,9,US Open,2nd Round
Istomin D.,25/06/10,5,Wimbledon,3rd Round
Istomin D.,28/05/10,4.5,French Open,2nd Round
Istomin D.,23/01/10,15,Australian Open,3rd Round
Istomin D.,2/9/2011,3.75,US Open,2nd Round
Istomin D.,22/06/11,3.75,Wimbledon,2nd Round
Istomin D.,22/05/11,2.2,French Open,1st Round
Istomin D.,18/01/11,1.44,Australian Open,1st Round
Istomin D.,28/08/12,1.2,US Open,1st Round
Istomin D.,2/7/2012,3,Wimbledon,4th Round
Istomin D.,31/05/12,41,French Open,2nd Round
Istomin D.,17/01/12,8,Australian Open,1st Round
Istomin D.,4/9/2013,13,US Open,4th Round
Istomin D.,25/06/13,2.62,Wimbledon,1st Round
Istomin D.,31/05/13,3,French Open,2nd Round
Istomin D.,17/01/13,2.5,Australian Open,2nd Round
Istomin D.,26/08/14,3.25,US Open,1st Round
Istomin D.,30/06/14,3,Wimbledon,3rd Round
Istomin D.,29/05/14,3.5,French Open,2nd Round
Istomin D.,17/01/14,26,Australian Open,3rd Round
Istomin D.,3/9/2015,2.2,US Open,2nd Round
Istomin D.,30/06/15,1.1,Wimbledon,1st Round
Istomin D.,25/05/15,4,French Open,1st Round
Istomin D.,19/01/15,2.37,Australian Open,1st Round
Istomin D.,29/08/16,8,US Open,1st Round
Istomin D.,2/7/2016,5.5,Wimbledon,3rd Round
Istomin D.,24/05/16,3.5,French Open,1st Round
Istomin D.,19/01/16,4.33,Australian Open,1st Round
Istomin D.,28/08/17,3.5,US Open,1st Round
Istomin D.,3/7/2017,2.25,Wimbledon,1st Round
Istomin D.,1/6/2017,3.5,French Open,2nd Round
Istomin D.,23/01/17,6.5,Australian Open,4th Round
Istomin D.,27/08/2018,3.75,US Open,1st Round
Istomin D.,3/7/2018,6,Wimbledon,1st Round
Istomin D.,28/05/18,9,French Open,1st Round
Istomin D.,17/01/18,3,Australian Open,2nd Round
Istomin D.,2/7/2019,2.62,Wimbledon,1st Round
Istomin D.,14/01/2019,15,Australian Open,1st Round
Rehnquist B.,16/01/06,7,Australian Open,1st Round
Rehnquist B.,19/01/09,21,Australian Open,1st Round
Snobel P.,17/01/06,2.75,Australian Open,1st Round
Snobel P.,23/06/08,6.5,Wimbledon,1st Round
Bolelli S.,30/08/07,7.5,US Open,2nd Round
Bolelli S.,28/06/07,9,Wimbledon,2nd Round
Bolelli S.,30/05/07,6.5,French Open,2nd Round
Bolelli S.,25/08/08,4.5,US Open,1st Round
Bolelli S.,27/06/08,4,Wimbledon,3rd Round
Bolelli S.,30/05/08,1.36,French Open,3rd Round
Bolelli S.,17/01/08,17,Australian Open,2nd Round
Bolelli S.,31/08/09,3.4,US Open,1st Round
Bolelli S.,24/06/09,7,Wimbledon,2nd Round
Bolelli S.,28/05/09,2.1,French Open,2nd Round
Bolelli S.,21/01/09,2.37,Australian Open,2nd Round
Bolelli S.,24/05/10,1.44,French Open,1st Round
Bolelli S.,19/01/10,2.62,Australian Open,1st Round
Bolelli S.,24/06/11,6.5,Wimbledon,3rd Round
Bolelli S.,26/05/11,13,French Open,2nd Round
Bolelli S.,25/06/12,1.72,Wimbledon,1st Round
Bolelli S.,29/05/12,41,French Open,1st Round
Bolelli S.,25/06/13,13,Wimbledon,1st Round
Bolelli S.,28/05/13,3.25,French Open,1st Round
Bolelli S.,14/01/13,3.4,Australian Open,1st Round
Bolelli S.,28/08/14,5,US Open,2nd Round
Bolelli S.,30/06/14,9,Wimbledon,3rd Round
Bolelli S.,29/05/14,19,French Open,2nd Round
Bolelli S.,31/08/15,3.75,US Open,1st Round
Bolelli S.,29/06/15,4,Wimbledon,1st Round
Bolelli S.,30/05/15,9,French Open,3rd Round
Bolelli S.,21/01/15,17,Australian Open,2nd Round
Bolelli S.,23/05/16,19,French Open,1st Round
Bolelli S.,21/01/16,5,Australian Open,2nd Round
Bolelli S.,5/7/2017,7,Wimbledon,2nd Round
Bolelli S.,31/05/17,11,French Open,2nd Round
Bolelli S.,5/7/2018,2.5,Wimbledon,2nd Round
Bolelli S.,29/05/18,29,French Open,1st Round
Bolelli S.,28/05/2019,3,French Open,1st Round
Cuevas P.,27/08/07,5.5,US Open,1st Round
Cuevas P.,25/08/08,6,US Open,1st Round
Cuevas P.,26/05/08,5,French Open,1st Round
Cuevas P.,4/9/2009,1.4,US Open,2nd Round
Cuevas P.,25/06/09,2.87,Wimbledon,2nd Round
Cuevas P.,2/9/2010,8,US Open,2nd Round
Cuevas P.,25/05/10,5,French Open,1st Round
Cuevas P.,19/01/10,3.25,Australian Open,1st Round
Cuevas P.,23/05/11,1.16,French Open,1st Round
Cuevas P.,17/01/11,1.36,Australian Open,1st Round
Cuevas P.,26/08/13,11,US Open,1st Round
Cuevas P.,29/05/13,8,French Open,2nd Round
Cuevas P.,27/08/14,4.33,US Open,1st Round
Cuevas P.,23/06/14,8,Wimbledon,1st Round
Cuevas P.,29/05/14,3.25,French Open,2nd Round
Cuevas P.,2/9/2015,2.25,US Open,2nd Round
